Year,District,Code,Location,Robbery,Street_robbery,Injury,Agg_assault,Threat,Theft,Car,From_car,Bike,Burglary,Fire,Arson,Damage,Graffiti,Drugs,Local,Latitude,Longitude
2012,Mitte,10111,Tiergarten Süd,70,46,586,194,118,2263,18,328,120,68,16,4,273,26,171,1032,52.52549055,13.35228896
2012,Mitte,10112,Regierungsviertel,65,29,474,123,142,3203,10,307,170,37,10,4,380,124,98,870,52.5194841,13.3764685
2012,Mitte,10113,Alexanderplatz,242,136,1541,454,304,8988,81,792,822,275,49,27,1538,522,435,3108,52.5219814,13.41363572
2012,Mitte,10221,Moabit West,130,51,629,185,199,2470,94,410,325,161,42,22,516,64,259,1403,52.5308177,13.3264507
2012,Mitte,10222,Moabit Ost,89,45,549,147,204,2290,63,353,337,90,33,10,392,52,416,1212,52.5370052,13.3509974
2012,Mitte,10331,Osloer Straße,120,46,785,223,267,3666,52,429,280,226,40,18,521,72,246,1699,52.5571597,13.3732715
2012,Mitte,10442,Wedding Zentrum,216,104,1210,426,384,3396,57,424,294,298,54,23,806,87,570,2556,52.5456519,13.3451694
2012,Pankow,30101,Buch,16,6,154,45,48,1035,32,190,199,21,18,6,191,35,31,323,52.6366724,13.4999292
2012,Pankow,30203,Buchholz,9,3,71,13,38,456,21,69,56,38,10,1,114,7,16,182,52.6105131,13.4281104
2012,Pankow,30304,Karow,3,1,44,6,32,481,11,85,183,19,10,6,118,24,4,151,52.6150868,13.4862758
2012,Pankow,30406,Pankow Zentrum,33,11,212,62,83,2089,60,220,511,61,13,5,382,101,35,811,52.5770168,13.40101573
2012,Pankow,30408,Pankow Süd,21,9,204,35,67,1235,56,170,388,50,10,7,298,78,24,616,52.5662347,13.415688
2012,Pankow,30509,Weißensee,34,15,308,78,99,1537,46,192,219,93,18,11,486,152,54,838,52.5546193,13.4630018
2012,Pankow,30612,Prenzlauer Berg Nord,30,10,159,33,60,1870,86,146,407,67,5,0,282,75,33,582,52.5481466,13.4165959
2012,Pankow,30613,Helmholtzplatz,23,6,189,47,52,1215,41,74,283,99,9,3,261,100,29,614,52.5430211,13.41903262
2012,Pankow,30614,Prenzlauer Berg Ost,60,28,240,72,79,2063,57,216,289,61,19,9,439,131,51,714,52.5430767,13.4149784
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",5,4,79,23,19,315,9,24,9,0,2,1,150,111,8,115,52.56049795,13.48790547
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,41,14,278,73,129,1006,70,304,60,99,9,2,245,5,159,740,52.5405253,13.2962663
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,21,9,213,93,36,579,37,155,58,51,7,2,141,36,31,353,52.5087199,13.2183525
2012,Charlottenburg-Wilmersdorf,40203,Westend,40,12,207,48,117,1974,57,282,170,112,7,2,317,36,38,662,52.5133992,13.2558416
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,41,12,243,55,90,1140,31,133,288,88,9,3,231,23,44,616,52.5206424,13.29271035
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,32,12,165,46,61,893,31,211,148,38,12,5,150,18,111,413,52.5263437,13.3047721
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,53,15,421,113,128,2273,37,292,429,113,15,6,436,95,112,952,52.5162507,13.3099999
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,43,23,164,39,86,1283,65,254,298,105,8,2,169,20,80,560,52.506349,13.2804409
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,65,23,251,65,112,2565,24,188,248,116,9,3,234,22,118,691,52.5059993,13.3203256
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,135,59,1083,361,159,4140,54,302,197,94,7,1,405,95,178,1685,52.4994525,13.3036988
2012,Charlottenburg-Wilmersdorf,40310,Halensee,19,8,137,29,62,949,42,188,156,77,8,3,149,23,26,393,52.4972262,13.2929986
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,10,5,98,11,58,867,32,268,84,194,4,0,128,14,5,391,52.4873475,13.2637538
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,5,1,82,18,41,731,31,224,77,86,3,1,104,12,10,255,52.4789022,13.2929962
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,12,4,64,12,34,642,30,125,129,54,1,1,143,21,9,224,52.4718331,13.3169366
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,41,18,241,67,117,1779,68,362,301,158,14,6,376,113,54,741,52.4960607,13.3197193
2012,Charlottenburg-Wilmersdorf,40515,Barstraße,19,10,110,33,43,774,23,160,142,44,6,3,151,29,14,302,52.4898341,13.3144075
2012,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,64,23,252,67,110,1656,67,241,378,114,10,4,303,66,63,712,52.48338525,13.32550347
2012,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,1,0,10,3,4,94,1,56,5,0,2,1,11,1,0,21,52.4927826,13.21100356
2012,Spandau,50101,Hakenfelde,17,3,225,49,86,930,20,192,80,54,6,3,239,15,28,651,52.5609908,13.1967693
2012,Spandau,50102,Falkenhagener Feld,40,14,432,113,181,1157,31,167,115,73,28,11,430,46,54,1166,52.5524034,13.1668941
2012,Spandau,50103,Spandau Mitte,108,52,692,192,258,2371,30,201,279,68,26,7,593,103,206,1607,52.5310341,13.2145545
2012,Spandau,50204,Brunsbütteler Damm,14,5,172,41,61,772,27,109,64,47,22,3,221,21,11,395,52.5349964,13.1222707
2012,Spandau,50205,Heerstraße Nord,41,20,399,95,157,1108,36,130,67,91,33,15,427,34,29,1013,52.5216282,13.1630709
2012,Spandau,50206,Wilhelmstadt,68,25,472,116,177,2158,18,214,235,100,25,10,568,85,89,1191,52.5139207,13.1914518
2012,Spandau,50307,Haselhorst,36,16,165,35,70,1143,36,208,90,52,10,1,261,21,39,575,52.5413233,13.231156
2012,Spandau,50308,Siemensstadt,29,7,168,36,63,739,30,111,84,39,8,4,167,30,25,405,52.5398082,13.2568934
2012,Spandau,50409,Gatow/Kladow,5,1,76,15,25,435,24,129,34,65,13,5,131,20,0,158,52.4852145,13.1575226
2012,Steglitz-Zehlendorf,60101,Schloßstr.,61,28,217,50,51,2375,29,227,184,79,11,1,255,57,50,529,52.461481,13.3250946
2012,Steglitz-Zehlendorf,60102,Albrechtstr.,57,20,258,29,161,1581,88,347,202,136,14,8,439,111,44,832,52.4564821,13.3222336
2012,Steglitz-Zehlendorf,60203,Lankwitz,36,15,268,51,161,1084,45,200,104,89,11,3,383,75,55,748,52.4336977,13.3454858
2012,Steglitz-Zehlendorf,60204,Ostpreußendamm,17,7,213,59,68,1165,53,244,194,96,13,5,310,37,29,482,52.4212825,13.3109161
2012,Steglitz-Zehlendorf,60305,Teltower Damm,23,7,151,38,86,1254,36,243,301,103,10,2,339,70,50,445,52.4348412,13.2602418
2012,Steglitz-Zehlendorf,60306,Drakestr.,18,4,206,33,106,1749,90,312,220,136,15,8,346,61,21,637,52.4420686,13.2976878
2012,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,27,7,141,21,83,1006,59,269,95,113,21,6,248,26,17,380,52.45500135,13.30537223
2012,Steglitz-Zehlendorf,60408,Zehlendorf Nord,44,22,259,51,120,1952,62,519,250,208,20,6,538,164,29,701,52.45939305,13.2763732
2012,Tempelhof-Schöneberg,70101,Schöneberg-Nord,197,98,772,215,239,4048,53,425,481,292,31,11,729,157,214,1921,52.48301055,13.36895252
2012,Tempelhof-Schöneberg,70202,Schöneberg-Süd,80,35,510,119,162,2699,62,312,557,219,26,11,545,145,239,1297,52.4887863,13.34534357
2012,Tempelhof-Schöneberg,70303,Friedenau,44,15,306,66,165,2170,66,329,397,122,22,8,426,107,70,851,52.472075,13.3296424
2012,Tempelhof-Schöneberg,70404,Tempelhof,100,36,581,129,351,3645,122,753,352,159,50,20,813,129,291,1680,52.4632921,13.3864477
2012,Tempelhof-Schöneberg,70505,Mariendorf,57,20,367,79,150,1871,74,508,127,131,29,8,501,75,84,1006,52.44008,13.3900277
2012,Tempelhof-Schöneberg,70606,Marienfelde,25,11,252,41,98,1357,62,220,129,52,18,5,276,34,54,619,52.4125766,13.3665916
2012,Tempelhof-Schöneberg,70707,Lichtenrade,38,24,322,60,114,1267,63,421,118,148,32,6,472,70,87,745,52.3934559,13.4020397
2012,Neukölln,80101,Schillerpromenade,169,84,676,213,252,2400,27,221,177,150,31,18,529,85,913,1965,52.475498,13.4223765
2012,Neukölln,80103,Reuterstraße,108,54,589,181,163,2679,48,264,310,245,24,11,509,97,226,1573,52.4872088,13.4289639
2012,Neukölln,80104,Rixdorf,113,55,605,198,221,2088,38,316,261,201,32,16,550,80,103,1542,52.4740949,13.4456092
2012,Neukölln,80105,Köllnische Heide,26,14,251,71,121,1190,49,303,44,60,15,4,315,61,39,631,52.4696457,13.4679658
2012,Neukölln,80206,Britz,79,49,420,105,168,2132,71,566,169,175,27,12,501,63,65,1079,52.4483324,13.4423401
2012,Neukölln,80207,Buckow,26,7,206,58,107,634,24,225,45,62,11,3,281,63,14,499,52.4186619,13.4289504
2012,Neukölln,80308,Gropiusstadt,52,30,350,72,131,1942,25,195,140,67,13,1,525,79,32,1070,52.4249493,13.466183
2012,Neukölln,80409,Buckow Nord,14,3,65,11,34,409,11,73,12,46,6,1,64,3,6,176,52.4345646,13.467525
2012,Neukölln,80410,Rudow,40,25,206,50,90,1256,58,374,117,181,15,4,405,65,23,543,52.4146801,13.4986183
2012,Treptow-Köpenick,90101,Alt-Treptow,45,24,136,37,35,1028,15,95,198,53,3,2,193,69,43,376,52.4925634,13.4598743
2012,Treptow-Köpenick,90102,Plänterwald,10,6,63,18,21,500,20,106,66,34,6,2,171,37,4,243,52.4795439,13.4788076
2012,Treptow-Köpenick,90103,Baumschulenweg,20,10,113,27,60,619,25,141,81,74,10,4,248,82,37,346,52.4616938,13.4815479
2012,Treptow-Köpenick,90104,Johannisthal,16,7,95,27,52,537,22,93,42,48,8,2,206,59,11,245,52.4459114,13.504547
2012,Treptow-Köpenick,90205,Oberschöneweide,16,5,309,58,78,838,42,147,69,51,20,12,343,58,31,636,52.4624563,13.5234762
2012,Treptow-Köpenick,90206,Niederschöneweide,29,13,150,31,48,871,12,76,100,19,11,5,200,65,40,320,52.4548197,13.5178766
2012,Treptow-Köpenick,90207,Adlershof,29,10,133,29,48,961,24,123,164,34,8,6,222,53,20,345,52.4378932,13.5475496
2012,Treptow-Köpenick,90309,Altglienicke,11,6,149,22,73,539,34,108,93,71,9,2,175,36,14,311,52.4118651,13.5425859
2012,Treptow-Köpenick,90310,Bohnsdorf,2,0,61,11,29,340,18,58,37,27,8,1,93,24,13,134,52.4022426,13.5706649
2012,Treptow-Köpenick,90311,Grünau,3,0,31,11,11,242,4,65,63,21,2,1,77,32,3,84,52.4154272,13.5805633
2012,Treptow-Köpenick,90413,Köpenick-Süd,2,0,65,9,20,401,18,112,68,12,8,3,135,10,7,174,52.4552462,13.57954668
2012,Treptow-Köpenick,90414,Allende-Viertel,2,0,37,6,26,194,12,31,36,3,1,0,66,15,2,100,52.44418545,13.5906322
2012,Treptow-Köpenick,90416,Müggelheim,1,1,10,0,13,113,7,41,21,8,1,1,46,2,1,43,52.4121651,13.6619543
2012,Treptow-Köpenick,90517,Friedrichshagen,9,2,64,11,28,516,16,89,172,28,5,1,144,29,6,173,52.4493804,13.6262724
2012,Treptow-Köpenick,90518,Rahnsdorf/Hessenwinkel,2,1,26,7,8,290,15,51,105,44,2,0,41,3,2,56,52.423057,13.7228907
2012,Treptow-Köpenick,90519,Dammvorstadt,7,4,122,30,21,568,9,43,93,12,13,7,148,33,35,244,52.4549323,13.5766447
2012,Treptow-Köpenick,90520,Köpenick-Nord,5,2,45,9,20,245,4,42,43,33,3,0,88,14,6,118,52.4657155,13.5748928
2012,Marzahn-Hellersdorf,100101,Marzahn-Nord,35,14,442,89,104,751,34,123,97,31,33,10,353,55,49,811,52.5700359,13.5712517
2012,Marzahn-Hellersdorf,100102,Marzahn-Mitte,70,30,721,131,204,2109,104,416,145,50,49,20,624,59,77,1460,52.5115216,13.5394521
2012,Marzahn-Hellersdorf,100103,Marzahn-Süd,55,20,295,61,91,1534,135,372,119,41,37,19,411,81,19,648,52.5219286,13.54347508
2012,Marzahn-Hellersdorf,100204,Hellersdorf-Nord,68,37,652,143,175,1576,46,230,133,28,57,16,640,173,70,1199,52.5211535,13.5889176
2012,Marzahn-Hellersdorf,100205,Hellersdorf-Ost,26,11,289,70,101,598,21,89,122,10,30,5,336,86,21,630,52.5372245,13.6188701
2012,Marzahn-Hellersdorf,100206,Hellersdorf-Süd,20,10,223,44,95,704,35,119,78,26,20,3,322,97,15,541,52.5219659,13.5876605
2012,Marzahn-Hellersdorf,100307,Biesdorf,20,10,141,31,55,1153,36,213,192,97,9,1,213,45,21,287,52.5109922,13.5550131
2012,Marzahn-Hellersdorf,100408,Kaulsdorf,21,9,110,15,39,465,17,89,89,77,2,1,150,27,8,251,52.5101316,13.5809901
2012,Marzahn-Hellersdorf,100409,Mahlsdorf,6,4,89,20,49,607,20,117,89,97,4,2,268,87,23,250,52.5086995,13.6131624
2012,Lichtenberg,110102,Neu-Hohenschönhausen Nord,27,11,328,53,93,826,30,103,152,19,15,7,276,56,40,765,52.5602964,13.527655
2012,Lichtenberg,110204,Alt-Hohenschönhausen Nord,11,4,134,34,42,770,18,120,40,59,7,3,150,30,12,314,52.5483391,13.5039694
2012,Lichtenberg,110306,Fennpfuhl,26,14,284,77,90,1232,67,243,187,89,17,8,419,90,22,748,52.5287849,13.4734687
2012,Lichtenberg,110307,Alt-Lichtenberg,25,10,350,81,119,2071,58,328,194,76,26,11,377,75,35,818,52.5196723,13.4950457
2012,Lichtenberg,110308,Frankfurter Allee Süd,19,6,67,18,16,578,24,96,111,25,6,2,105,12,52,200,52.5101663,13.48068781
2012,Lichtenberg,110409,Neu Lichtenberg,27,16,284,68,95,1286,53,150,174,83,30,9,428,128,62,734,52.5661794,13.5122261
2012,Lichtenberg,110410,Friedrichsfelde Nord,22,15,174,43,41,683,30,159,39,38,7,2,202,64,24,379,52.51512075,13.51647414
2012,Lichtenberg,110411,Friedrichsfelde Süd,28,9,159,34,54,790,41,142,88,60,10,3,225,61,17,402,52.5111232,13.53410889
2012,Lichtenberg,110512,Rummelsburger Bucht,4,0,18,6,7,227,4,69,48,7,16,6,67,20,2,60,52.493555,13.4809321
2012,Lichtenberg,110513,Karlshorst,8,3,95,18,41,694,15,137,124,63,8,2,180,60,24,273,52.4843399,13.5235848
2012,Lichtenberg,119900,"Bezirk (Lb), nicht zuzuordnen",5,1,87,18,16,306,1,17,5,3,2,0,248,180,6,139,52.5594816,13.51811848
2012,Reinickendorf,123021,MV 1 - Märkisches Viertel,51,21,490,126,199,2013,65,305,173,99,74,18,505,72,76,1306,52.5993123,13.3565324
2013,Mitte,10111,Tiergarten Süd,88,60,522,148,124,2652,17,392,149,62,14,3,263,28,114,974,52.52549055,13.35228896
2013,Mitte,10112,Regierungsviertel,53,25,480,120,128,3862,23,337,254,33,5,1,355,130,67,862,52.5194841,13.3764685
2013,Mitte,10113,Alexanderplatz,237,149,1442,354,333,10165,85,760,926,281,47,20,1301,448,590,3029,52.5219814,13.41363572
2013,Mitte,10221,Moabit West,94,47,597,156,231,2441,76,463,336,139,47,12,532,88,209,1342,52.5308177,13.3264507
2013,Mitte,10222,Moabit Ost,76,37,496,122,181,2536,82,446,353,128,35,16,418,59,362,1188,52.5370052,13.3509974
2013,Mitte,10331,Osloer Straße,125,64,814,210,253,3540,26,378,279,166,28,8,441,55,366,1674,52.5571597,13.3732715
2013,Mitte,10442,Wedding Zentrum,160,76,1156,341,382,3307,48,603,319,201,70,25,822,127,526,2388,52.55598435,13.36393098
2013,Pankow,30101,Buch,12,5,119,20,66,858,21,180,143,29,18,9,210,55,33,308,52.6366724,13.4999292
2013,Pankow,30203,Buchholz,3,2,75,19,36,483,47,74,45,23,2,0,130,23,8,179,52.6105131,13.4281104
2013,Pankow,30304,Karow,4,2,106,19,40,449,8,102,101,36,6,3,88,11,6,206,52.6150868,13.4862758
2013,Pankow,30406,Pankow Zentrum,37,11,221,47,104,2164,45,254,570,102,14,6,337,71,29,776,52.5770168,13.40101573
2013,Pankow,30408,Pankow Süd,16,9,226,52,87,1211,55,222,392,59,14,5,230,25,27,613,52.5662347,13.415688
2013,Pankow,30509,Weißensee,28,9,278,56,127,1655,68,225,251,63,25,16,425,102,44,973,52.5546193,13.4630018
2013,Pankow,30612,Prenzlauer Berg Nord,21,6,202,43,65,1914,88,216,452,52,14,3,254,61,52,595,52.5481466,13.4165959
2013,Pankow,30613,Helmholtzplatz,14,4,148,38,44,1280,57,91,279,90,10,2,238,65,20,590,52.5430211,13.41903262
2013,Pankow,30614,Prenzlauer Berg Ost,43,21,243,59,72,2151,49,317,337,43,17,5,430,167,68,619,52.5430767,13.4149784
2013,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",9,5,90,20,16,398,8,30,7,5,3,1,188,142,20,125,52.56049795,13.48790547
2013,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,53,16,298,64,154,1119,71,418,65,79,15,7,230,20,156,710,52.5405253,13.2962663
2013,Charlottenburg-Wilmersdorf,40202,Heerstrasse,19,8,127,41,45,720,34,232,56,62,3,2,143,47,22,273,52.5087199,13.2183525
2013,Charlottenburg-Wilmersdorf,40203,Westend,31,10,192,46,116,2344,64,465,193,110,10,7,226,34,23,587,52.5133992,13.2558416
2013,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,46,21,205,46,92,1205,29,176,256,92,12,7,186,28,63,633,52.5206424,13.29271035
2013,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,40,22,146,32,70,846,21,201,103,57,11,3,130,13,96,466,52.5263437,13.3047721
2013,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,60,24,385,98,127,2260,27,308,355,157,14,5,410,94,141,965,52.5170866,13.3073288
2013,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,46,17,247,55,108,1384,59,292,278,108,8,4,290,73,135,723,52.5064735,13.2826329
2013,Charlottenburg-Wilmersdorf,40308,Kantstraße,60,28,295,79,98,2798,20,198,268,119,8,3,211,25,165,695,52.506563,13.3079489
2013,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,112,46,919,287,183,4299,60,369,172,106,6,1,342,75,197,1517,52.4996698,13.3057323
2013,Charlottenburg-Wilmersdorf,40310,Halensee,23,8,135,25,71,1011,64,180,172,85,7,3,167,38,30,433,52.4972262,13.2929986
2013,Charlottenburg-Wilmersdorf,40411,Grunewald,13,6,96,28,68,950,53,330,82,164,6,3,123,14,13,414,52.4873475,13.2637538
2013,Charlottenburg-Wilmersdorf,40412,Schmargendorf,11,5,72,14,33,816,30,212,69,111,4,0,110,17,8,266,52.4789022,13.2929962
2013,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,12,4,83,12,43,656,24,221,127,55,2,2,140,25,2,293,52.4721226,13.3142591
2013,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,37,15,258,69,109,1970,83,448,263,194,15,4,330,89,52,778,52.4958905,13.3208664
2013,Charlottenburg-Wilmersdorf,40515,Barstraße,23,14,116,29,57,903,15,199,154,64,1,1,143,21,20,378,52.4875731,13.3138651
2013,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,51,13,227,62,95,1690,61,388,356,100,24,10,303,61,50,667,52.48338525,13.32550347
2013,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,1,1,15,5,5,68,2,33,4,0,2,1,21,0,2,27,52.4927826,13.21100356
2013,Spandau,50101,Hakenfelde,14,8,172,42,76,1005,25,187,56,52,20,6,222,21,40,704,52.5609908,13.1967693
2013,Spandau,50102,Falkenhagener Feld,52,21,445,85,150,1170,35,180,146,89,40,5,351,13,46,1135,52.5524034,13.1668941
2013,Spandau,50103,Spandau Mitte,96,46,758,181,243,2471,41,291,267,72,31,8,602,112,223,1630,52.5310341,13.2145545
2013,Spandau,50204,Brunsbütteler Damm,16,7,167,44,59,911,32,136,62,58,10,2,229,56,21,417,52.5327519,13.1494034
2013,Spandau,50205,Heerstraße Nord,29,15,377,102,159,1124,51,167,71,71,19,3,352,43,34,1031,52.5216282,13.1630709
2013,Spandau,50206,Wilhelmstadt,43,21,478,111,217,2470,45,238,188,92,21,8,480,39,120,1248,52.5139207,13.1914518
2013,Spandau,50307,Haselhorst,20,8,156,40,64,1099,30,180,59,53,11,3,238,22,25,551,52.5413233,13.231156
2013,Spandau,50308,Siemensstadt,19,11,158,34,67,775,29,153,83,30,8,4,155,28,12,426,52.5398082,13.2568934
2013,Spandau,50409,Gatow/Kladow,4,1,70,16,32,456,11,107,25,80,11,5,141,28,4,163,52.4785292,13.15745341
2013,Steglitz-Zehlendorf,60101,Schloßstr.,67,32,205,30,71,2879,29,193,176,107,12,5,235,75,40,586,52.461481,13.3250946
2013,Steglitz-Zehlendorf,60102,Albrechtstr.,54,22,263,52,145,1617,112,418,232,162,17,6,332,62,59,879,52.4564222,13.3227281
2013,Steglitz-Zehlendorf,60203,Lankwitz,34,14,311,60,138,1315,61,317,122,137,24,6,364,70,88,784,52.4336977,13.3454858
2013,Steglitz-Zehlendorf,60204,Ostpreußendamm,19,11,232,52,97,1286,61,344,188,89,12,6,235,34,55,549,52.4212825,13.3109161
2013,Steglitz-Zehlendorf,60305,Teltower Damm,35,14,153,30,92,1403,57,374,284,148,17,4,254,39,51,475,52.4325566,13.2591755
2013,Steglitz-Zehlendorf,60306,Drakestr.,30,7,198,33,108,1936,85,497,222,166,17,8,289,33,49,635,52.4411757,13.2986611
2013,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,21,11,161,28,77,1289,49,441,149,155,9,2,215,22,33,422,52.45500135,13.30537223
2013,Steglitz-Zehlendorf,60408,Zehlendorf Nord,27,11,219,44,118,2207,88,684,226,292,17,2,404,139,46,610,52.45939305,13.2763732
2013,Tempelhof-Schöneberg,70101,Schöneberg-Nord,241,122,786,237,243,4449,85,508,447,233,54,19,681,135,307,1976,52.48301055,13.36895252
2013,Tempelhof-Schöneberg,70202,Schöneberg-Süd,93,49,548,149,177,2900,56,376,627,162,23,9,518,113,218,1406,52.4887863,13.34534357
2013,Tempelhof-Schöneberg,70303,Friedenau,62,19,259,43,115,2909,79,430,424,89,28,7,402,106,75,751,52.472075,13.3296424
2013,Tempelhof-Schöneberg,70404,Tempelhof,88,35,659,155,299,3581,109,791,348,145,48,13,703,123,300,1647,52.4632921,13.3864477
2013,Tempelhof-Schöneberg,70505,Mariendorf,60,35,417,90,178,1886,91,513,140,145,27,5,493,59,102,1143,52.44008,13.3900277
2013,Tempelhof-Schöneberg,70606,Marienfelde,23,12,243,56,109,1310,35,238,78,68,22,3,225,23,50,629,52.4125766,13.3665916
2013,Tempelhof-Schöneberg,70707,Lichtenrade,31,14,339,64,135,1231,51,390,98,179,29,10,338,46,64,754,52.3934559,13.4020397
2013,Neukölln,80101,Schillerpromenade,144,84,679,218,208,2193,40,284,201,140,32,13,561,119,929,1630,52.4780914,13.4219833
2013,Neukölln,80103,Reuterstraße,95,49,509,182,173,2808,65,244,300,151,27,14,567,112,232,1285,52.4894355,13.4290032
2013,Neukölln,80104,Rixdorf,125,72,603,168,201,2211,50,367,269,148,31,15,509,86,110,1531,52.4740949,13.4456092
2013,Neukölln,80105,Köllnische Heide,30,16,231,65,132,1339,54,349,34,44,21,8,508,45,29,672,52.4696457,13.4679658
2013,Neukölln,80206,Britz,75,47,427,113,199,2123,99,623,156,159,39,15,413,39,53,1188,52.4483324,13.4423401
2013,Neukölln,80207,Buckow,24,11,138,38,69,687,23,214,39,93,11,3,227,29,23,455,52.4186619,13.4289504
2013,Neukölln,80308,Gropiusstadt,76,37,274,65,115,1775,44,242,164,72,28,11,479,54,28,834,52.4249493,13.466183
2013,Neukölln,80409,Buckow Nord,11,3,88,19,38,461,12,115,25,28,13,1,91,5,5,216,52.4345646,13.467525
2013,Neukölln,80410,Rudow,32,19,230,69,104,1344,111,441,144,153,10,3,288,23,16,570,52.4146801,13.4986183
2013,Treptow-Köpenick,90101,Alt-Treptow,45,29,127,30,33,1069,21,109,228,42,2,1,166,51,65,343,52.4925634,13.4598743
2013,Treptow-Köpenick,90102,Plänterwald,12,7,82,16,25,594,27,210,77,32,7,1,133,16,6,241,52.4795439,13.4788076
2013,Treptow-Köpenick,90103,Baumschulenweg,21,12,95,20,59,684,35,211,100,47,8,3,167,46,24,308,52.4616938,13.4815479
2013,Treptow-Köpenick,90104,Johannisthal,11,4,99,16,61,619,57,168,75,45,9,4,164,34,15,256,52.4459114,13.504547
2013,Treptow-Köpenick,90205,Oberschöneweide,23,13,353,81,99,1066,69,185,119,27,14,8,372,132,41,720,52.4624563,13.5234762
2013,Treptow-Köpenick,90206,Niederschöneweide,14,5,145,40,44,903,25,93,133,10,11,6,169,51,32,279,52.4548197,13.5178766
2013,Treptow-Köpenick,90207,Adlershof,20,13,118,34,57,960,32,152,204,18,10,3,158,28,13,291,52.4378932,13.5475496
2013,Treptow-Köpenick,90309,Altglienicke,7,3,164,32,73,634,47,228,97,46,15,3,130,19,23,332,52.4118651,13.5425859
2013,Treptow-Köpenick,90310,Bohnsdorf,6,2,66,9,30,352,23,87,43,28,5,3,115,34,14,138,52.4022426,13.5706649
2013,Treptow-Köpenick,90311,Grünau,2,0,22,5,12,233,15,49,72,15,4,3,56,18,7,54,52.4154272,13.5805633
2013,Treptow-Köpenick,90413,Köpenick-Süd,1,1,73,9,31,361,20,123,61,10,16,3,133,28,7,186,52.4552462,13.57954668
2013,Treptow-Köpenick,90414,Allende-Viertel,0,0,38,2,14,198,10,20,51,2,3,0,48,16,2,97,52.44418545,13.5906322
2013,Treptow-Köpenick,90416,Müggelheim,0,0,14,1,16,107,6,32,7,6,2,1,26,0,1,45,52.4121651,13.6619543
2013,Treptow-Köpenick,90517,Friedrichshagen,10,4,73,16,36,560,30,91,221,13,8,2,112,25,2,176,52.4493804,13.6262724
2013,Treptow-Köpenick,90518,Rahnsdorf/Hessenwinkel,2,2,25,4,23,348,11,141,69,37,2,1,55,5,2,75,52.423057,13.7228907
2013,Treptow-Köpenick,90519,Dammvorstadt,10,4,139,28,37,807,16,66,163,10,20,12,150,12,51,322,52.4549323,13.5766447
2013,Treptow-Köpenick,90520,Köpenick-Nord,4,2,38,14,31,281,20,78,59,27,8,3,73,9,1,129,52.4657155,13.5748928
2013,Marzahn-Hellersdorf,100101,Marzahn-Nord,38,17,402,87,115,795,52,126,88,30,32,11,279,43,33,780,52.5700359,13.5712517
2013,Marzahn-Hellersdorf,100102,Marzahn-Mitte,81,31,782,165,184,1973,103,467,147,43,47,15,505,68,78,1396,52.5115216,13.5394521
2013,Marzahn-Hellersdorf,100103,Marzahn-Süd,52,21,340,68,125,1631,157,361,114,37,17,7,356,66,23,818,52.5219286,13.54347508
2013,Marzahn-Hellersdorf,100204,Hellersdorf-Nord,61,35,717,141,194,1465,45,202,169,23,72,26,581,150,83,1357,52.5211535,13.5889176
2013,Marzahn-Hellersdorf,100205,Hellersdorf-Ost,30,20,205,38,80,568,18,79,126,14,19,9,224,33,32,479,52.5372245,13.6188701
2013,Marzahn-Hellersdorf,100206,Hellersdorf-Süd,34,23,286,48,86,657,32,121,102,20,26,3,252,75,33,595,52.5219659,13.5876605
2013,Marzahn-Hellersdorf,100307,Biesdorf,10,4,177,23,77,1260,35,290,190,55,18,8,215,28,18,349,52.5109922,13.5550131
2013,Marzahn-Hellersdorf,100408,Kaulsdorf,9,4,71,13,41,504,16,168,86,82,6,3,122,26,7,178,52.5101316,13.5809901
